动态大规模实验  K=30, L=9, G=6
[278/300] seed=278 ✗ DLB_JFI=0.856 DLB_JS=0.732 good=90  ETA=1151s
[279/300] seed=279 ✗ DLB_JFI=0.771 DLB_JS=0.701 good=90  ETA=1095s
[280/300] seed=280 ✗ DLB_JFI=0.811 DLB_JS=0.506 good=90  ETA=1046s
[281/300] seed=281 ✗ DLB_JFI=0.778 DLB_JS=0.594 good=90  ETA=999s
[282/300] seed=282 ✗ DLB_JFI=0.717 DLB_JS=0.601 good=90  ETA=943s
[283/300] seed=283 ✗ DLB_JFI=0.928 DLB_JS=0.465 good=90  ETA=896s
[284/300] seed=284 ✓ DLB_JFI=0.904 DLB_JS=0.784 good=91  ETA=841s
[285/300] seed=285 ✗ DLB_JFI=0.897 DLB_JS=0.434 good=91  ETA=787s
[286/300] seed=286 ✗ DLB_JFI=0.828 DLB_JS=0.576 good=91  ETA=733s
[287/300] seed=287 ✗ DLB_JFI=0.814 DLB_JS=0.593 good=91  ETA=679s
[288/300] seed=288 ✗ DLB_JFI=0.925 DLB_JS=0.697 good=91  ETA=628s
[289/300] seed=289 ✗ DLB_JFI=0.850 DLB_JS=0.598 good=91  ETA=579s
[290/300] seed=290 ✗ DLB_JFI=0.647 DLB_JS=0.613 good=91  ETA=524s
[291/300] seed=291 ✓ DLB_JFI=0.848 DLB_JS=0.719 good=92  ETA=475s
[292/300] seed=292 ✗ DLB_JFI=0.903 DLB_JS=0.744 good=92  ETA=421s
[293/300] seed=293 ✗ DLB_JFI=0.789 DLB_JS=0.564 good=92  ETA=368s
[294/300] seed=294 ✓ DLB_JFI=0.886 DLB_JS=0.806 good=93  ETA=314s
[295/300] seed=295 ✗ DLB_JFI=0.928 DLB_JS=0.658 good=93  ETA=261s
[296/300] seed=296 ✓ DLB_JFI=0.852 DLB_JS=0.621 good=94  ETA=209s
[297/300] seed=297 ✗ DLB_JFI=0.771 DLB_JS=0.630 good=94  ETA=157s
[298/300] seed=298 ✗ DLB_JFI=0.962 DLB_JS=0.808 good=94  ETA=104s
[299/300] seed=299 ✗ DLB_JFI=0.831 DLB_JS=0.521 good=94  ETA=52s
[300/300] seed=300 ✓ DLB_JFI=0.887 DLB_JS=0.815 good=95  ETA=0s
/Users/haydd/.matplotlib is not a writable directory
Matplotlib created a temporary cache directory at /var/folders/r6/dcf4cdw91gq6nbp1qy0xyx4w0000gn/T/matplotlib-h92g14sk because there was an issue with the default path (/Users/haydd/.matplotlib); it is highly recommended to set the MPLCONFIGDIR environment variable to a writable directory, in particular to speed up the import of Matplotlib and to better support multiprocessing.
Matplotlib is building the font cache; this may take a moment.

筛选完毕: 95/300 个种子通过  (总运行 300/300)

===========================================================================
  动态场景大规模对比  (95 优质种子均值, Step 1~10)
===========================================================================
算法                      MinRate       JFI   JointScore   E_cum kJ
---------------------------------------------------------------------------
Dynamic LB-BVF           49.420    0.8860       0.7197      992.7
GA-3D-LB                 49.339    0.8567       0.6399     5243.7
PSO-3D-LB                45.971    0.8495       0.5773     5417.7
SSA-3D-LB                46.529    0.8319       0.5900     6764.4
===========================================================================

生成图表...
  ✓ fig_timeseries saved
  ✓ fig_bar saved
  ✓ fig_energy_eff saved
  ✓ fig_radar saved

Total time: 15647.1s
Results → result/dynamic_large_scale/
